#,English Name,Cost IQD,Chinese Name,Platform,Offline Price IQD,English Support,Cover URL,Store Link,NSUID,Publisher,Languages,Matched Title,Source
656,Sports Camp,1496,Sports Camp,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Sports-Camp-Artbook-2885705.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",Sports Camp Artbook,EU
657,Hashihime of the Old Book Town,2574,旧书店街的桥姬,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_HashihimeOfTheOldBookTownAppend_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Hashihime-of-the-Old-Book-Town-append-2064089.html,,,"chinese, english, japanese",Hashihime of the Old Book Town append,EU
658,River City Saga: Three Kingdoms,1496,热血三国志,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_RiverCitySagaThreeKingdoms_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/River-City-Saga-Three-Kingdoms-2233638.html,,,english,River City Saga: Three Kingdoms,EU
659,Metal Slug Tactics,1496,合金弹头战术,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_MetalSlugTactics_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Metal-Slug-Tactics-2018254.html,,,"english, french, german, portuguese, spanish",Metal Slug Tactics,EU
660,Rain World,1496,雨世界,Nintendo Switch 2,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_RainWorld_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Rain-World-1486143.html,,,"english, french, german, italian, japanese, portuguese, spanish",Rain World,EU
661,Wobbly Life,1496,晃晃人生,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Wobbly-Life-2840309.html,,,"chinese, english, french, german, korean, portuguese, russian, spanish",Wobbly Life,EU
662,Pool & Snooker Fever: 2in1 Bundle,1496,台球与斯诺克热潮,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Pool-Snooker-Fever-2-in-1-Bundle-2997120.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",Pool & Snooker Fever: 2 in 1 Bundle,EU
663,Chrono Ark: Deluxe Edition,1496,超时空方舟 豪华版,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Chrono-Ark-Deluxe-Edition-2987972.html,,,"chinese, english, japanese, korean",Chrono Ark Deluxe Edition,EU
664,X-Morph: Defense,1496,X变体 防御,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_XMorphDefense_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/X-Morph-Defense-1505835.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",X-Morph: Defense,EU
665,Airport Hero: All Stars,1496,我是航空管制官 全明星,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_FirefightersAirportHeroes_PEGI_image500w.png,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Firefighters-Airport-Heroes-1797816.html,,,"english, french, german, spanish",Firefighters - Airport Heroes,EU
666,MotoGP 24,1496,摩托GP24,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/MotoGP-24-2555798.html,,,"chinese, english, french, german, italian, japanese, portuguese, spanish",MotoGP™24,EU
667,Eastern Exorcist,1496,斩妖行,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Eastern-Exorcist-2400528.html,,,"chinese, english, japanese, russian",Eastern Exorcist,EU
668,Promenade,1496,漫游仙境,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Promenade-2507376.html,,,"english, french, german, italian, spanish",Promenade,EU
669,Cupid Parasite,2574,共生丘比特,Nintendo Switch 2,8000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_CupidParasite_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Cupid-Parasite-2046453.html,,,english,Cupid Parasite,EU
670,Ultra Age,1496,终极时代,Nintendo Switch,5000,نعم,,https://store.nintendo.com.hk/70010000025089,70010000025089,Intragames,中文,Ultra Age,HK
671,Sakuna: Of Rice and Ruin,1496,天穗之咲稻姬,Nintendo Switch,5000,نعم,,https://store.nintendo.com.hk/70010000029214,70010000029214,Marvelous Entertainment,中文,天穗之咲稻姬,HK
672,Arsene Lupin: Once a Thief,1496,亚森罗宾,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Arsene-Lupin-Once-A-Thief-2652835.html,,,"chinese, english, french, german, italian, japanese, russian, spanish",Arsene Lupin - Once A Thief,EU
673,Wargroove 2,1711.6,战律2,Nintendo Switch,6000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Wargroove-Wargroove-2-Bundle-2533214.html,,,"chinese, english, french, german, portuguese, russian, spanish",Wargroove + Wargroove 2 Bundle,EU
674,Battle Chasers: Nightwar,1496,战神 夜战,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_BattleChasersNightwar_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Battle-Chasers-Nightwar-1216603.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Battle Chasers: Nightwar,EU
675,Biomutant,1496,生化变种,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Biomutant-2534504.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Biomutant,EU
676,Just Dance 2022,1496,舞力全开2022,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/migration/games_7/packshot/wii_15/portrait_5/justdance_pegi_image500w.png,https://www.nintendo.com/en-gb/Games/Wii/Just-Dance-281573.html,,,,Just Dance,EU
677,Overcooked! All You Can Eat,1496,煮糊了 胡闹厨房,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_OvercookedAllYouCanEat_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Overcooked-All-You-Can-Eat-1933818.html,,,"chinese, english, french, german, italian, japanese, korean, russian, spanish",Overcooked! All You Can Eat,EU
678,DreadOut: Remastered Collection,1496,小镇惊魂 重制版,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/DreadOut-Remastered-Collection-2729353.html,,,"chinese, english, french, german, italian, japanese, portuguese, russian, spanish",DreadOut Remastered Collection,EU
679,Polandball: Chronicles,1496,波兰球 编年史,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_PolandballCanIntoSpace_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Polandball-Can-Into-Space-1789340.html,,,english,Polandball: Can Into Space,EU
680,Samurai Maiden,1496,武士少女,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_SamuraiMaiden_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/SAMURAI-MAIDEN-2291159.html,,,"chinese, english, japanese, korean",SAMURAI MAIDEN,EU
681,PAW Patrol: Dino World,2574,汪汪队立大功 恐龙世界,Nintendo Switch 2,12000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/PAW-Patrol-Dino-World-3113973.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, polish, portuguese, spanish",PAW Patrol™: Dino World,EU
682,Champion Jockey Special,2358.4,冠军骑师特别版,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/03_teaser_module_1_square/games_3/nintendo_3ds_download_software_4/TM_3DSDS_PocketCardJockey_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-3DS-download-software/Pocket-Card-Jockey-1101822.html,,,english,Pocket Card Jockey,EU
683,Just Dance 2020,1496,舞力全开2020,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/migration/games_7/packshot/wii_15/portrait_5/justdance_pegi_image500w.png,https://www.nintendo.com/en-gb/Games/Wii/Just-Dance-281573.html,,,,Just Dance,EU
684,Session: Skate Sim,1711.6,模拟滑板,Nintendo Switch,6000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_SessionSkateSim_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Session-Skate-Sim-2329341.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Session: Skate Sim,EU
685,Double Dragon IV,1496,双截龙4,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/03_teaser_module_1_square/games_3/virtual_console_nintendo_3ds_1/TM_3DSVC_DoubleDragon_image500w.png,https://www.nintendo.com/en-gb/Games/NES/Double-Dragon-838908.html,,,english,Double Dragon,EU
686,Warriors of the Nile 2,1496,尼罗河勇士2,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Warriors-of-the-Nile-2-2443387.html,,,"chinese, english, japanese",Warriors of the Nile 2,EU
687,Astor: Blade of the Monolith,1496,阿斯特 巨碑之刃,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Astor-Blade-of-the-Monolith-2582893.html,,,"chinese, english, french, german, japanese, korean, portuguese, russian, spanish",Astor: Blade of the Monolith,EU
688,Adrenaline: Rampage,1496,肾上腺素狂暴,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Adrenaline-Rampage-2936729.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Adrenaline Rampage,EU
689,Story of Seasons: Pioneers of Olive Town,1496,牧场物语 橄榄镇与希望的大地,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_StoryOfSeasonsPioneersOfOliveTown_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/STORY-OF-SEASONS-Pioneers-of-Olive-Town-1864880.html,,,"english, french, german, spanish",STORY OF SEASONS: Pioneers of Olive Town,EU
690,Boomerang Fu,1496,随动回旋镖,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_BoomerangFu_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Boomerang-Fu-1811849.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Boomerang Fu,EU
691,Needy Streamer Overload,1496,主播女孩重度依赖,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_NeedyStreamerOverload_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/NEEDY-STREAMER-OVERLOAD-2291350.html,,,"chinese, english, french, german, italian, japanese, korean, russian, spanish",NEEDY STREAMER OVERLOAD,EU
692,Model Debut 3,1711.6,模特儿出道3,Nintendo Switch,6000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/MODEL-Debut3-nicola-2676393.html,,,"english, french",MODEL Debut3 #nicola,EU
693,Snufkin: Melody of Moominvalley,1496,史力奇奇遇记,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Snufkin-Melody-of-Moominvalley-2524676.html,,,"chinese, english, french, german, japanese, portuguese, russian, spanish",Snufkin: Melody of Moominvalley,EU
694,FAR: Lone Sails,1496,孤帆远航,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_FarLoneSails_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/FAR-Lone-Sails-1614981.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",FAR: Lone Sails,EU
695,Empires Shall Fall,1496,帝国阵线,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Empires-Shall-Fall-2540865.html,,,"chinese, english, japanese, russian",Empires Shall Fall,EU
696,A Space for the Unbound,1496,无垠之心,Nintendo Switch 2,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_ASpaceForTheUnbound_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/A-Space-for-the-Unbound-2296344.html,,,"chinese, english, japanese, korean, portuguese",A Space for the Unbound,EU
697,Tales of Berseria Remastered,1496,绯夜传奇 重制版,Nintendo Switch 2,12000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Tales-of-Berseria-Remastered-2968351.html,,,"english, french, german, italian, russian, spanish",Tales of Berseria Remastered,EU
698,Front Mission 3: Remake,1496,前线任务3 重制版,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/FRONT-MISSION-3-Remake-2850301.html,,,"chinese, english, french, german, italian, japanese, portuguese, spanish",FRONT MISSION 3: Remake,EU
699,Night Slashers: Remake,1496,午夜杀生 重制版,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Night-Slashers-Remake-2657714.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",Night Slashers: Remake,EU
700,Dreamed Away,1496,迷失幻境,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Dreamed-Away-2928992.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Dreamed Away,EU
701,House Fighters: Total Mess,1496,房屋战机 一团糟,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/House-Fighters-Total-Mess-2864595.html,,,"chinese, english, french, german, japanese, portuguese, russian, spanish",House Fighters: Total Mess,EU
702,Death Squared,1496,死亡方块,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_DeathSquared_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Death-Squared-1243344.html,,,"chinese, english, french, german, japanese, korean, portuguese, russian, spanish",Death Squared,EU
703,Sundered: Eldritch Edition,1496,支离破碎,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_SunderedEldritchEdition_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Sundered-Eldritch-Edition-1481160.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Sundered: Eldritch Edition,EU
704,Korean Rail Driving Tour,1496,韩国铁路自驾游,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Korean-Rail-Driving-Tour-LRT-Uijeongbu-2550188.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Korean Rail Driving Tour - LRT Uijeongbu,EU
705,Detective Pikachu Returns,1496,名侦探皮卡丘 归来,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Detective-Pikachu-Returns-2403487.html,,,"chinese, english, french, german, italian, japanese, korean, spanish",Detective Pikachu Returns,EU
706,Family Trainer,1496,吾家健身趣,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_FamilyTrainer_PEGI_USK_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/FAMILY-TRAINER-2032890.html,,,"english, french, german, italian, spanish",FAMILY TRAINER,EU
707,ARK: Survival Evolved,1496,方舟 生存进化,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_ARKSurvivalEvolved_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/ARK-Survival-Evolved-1480530.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",ARK: Survival Evolved,EU
708,Hanna,1496,汉娜,Nintendo Switch 2,5000,نعم,,,,,,,
709,ONE PIECE ODYSSEY – Deluxe Edition,1496,海贼王 时光旅程,Nintendo Switch,8000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/ONE-PIECE-ODYSSEY-DELUXE-EDITION-2618635.html,,,"english, french, german, italian, japanese, portuguese, russian, spanish",ONE PIECE ODYSSEY DELUXE EDITION,EU
710,Tokimeki Memorial: forever with you – Emotional,1496,心跳回忆 永远与你,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_HalloweenForever_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Halloween-Forever-1915562.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Halloween Forever,EU
711,Outlast,1496,逃生,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_Outlast2_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Outlast-2-1346493.html,,,"chinese, english, french, german, italian, japanese, portuguese, russian, spanish",Outlast 2,EU
712,Taboo Trial,1496,禁忌试炼,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Taboo-Trial-2581688.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",Taboo Trial,EU
713,Touken Ranbu Warriors,1496,刀剑乱舞无双,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_ToukenRanbuWarriors_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Touken-Ranbu-Warriors-2204543.html,,,english,Touken Ranbu Warriors,EU
714,Hakuoki Shinkai: Tenun no Shou,3652,薄樱鬼 真改 天云之抄,Nintendo Switch 2,9000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_3ds_6/PS_3DS_HakuokiMemoriesOfTheShinsengumi_image500w.png,https://www.nintendo.com/en-gb/Games/Nintendo-3DS-games/Hakuoki-Memories-of-the-Shinsengumi-821552.html,,,english,Hakuoki: Memories of the Shinsengumi,EU
715,ONE PIECE: Unlimited World Red,1496,海贼王 无尽世界 红,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_3ds_6/PS_3DS_OnePieceUnlimitedWorldRed_PEGI_image500w.png,https://www.nintendo.com/en-gb/Games/Nintendo-3DS-games/ONE-PIECE-Unlimited-World-Red-899359.html,,,"english, french, german, italian, spanish",ONE PIECE Unlimited World Red,EU
716,Infinity Strash: DRAGON QUEST The Adventure of Dai,1496,勇者斗恶龙 神速斩,Nintendo Switch,8000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Infinity-Strash-DRAGON-QUEST-The-Adventure-of-Dai-2434369.html,,,"chinese, english, french, german, japanese, korean, spanish",Infinity Strash: DRAGON QUEST The Adventure of Dai,EU
717,Sky Force Anniversary,1496,傲气雄鹰 周年版,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/wii_u_download_software_3/SQ_WiiUDS_SkyForceAnniversary_image500w.jpg,https://www.nintendo.com/en-gb/Games/Wii-U-download-software/Sky-Force-Anniversary-1206472.html,,,"english, french, german, italian, portuguese, spanish",Sky Force Anniversary,EU
718,My Universe,1496,我的小宇宙,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/migration/games_7/packshot/wii_15/portrait_5/DU_Wii_UK_EME_2D_rdax_90x127_image500w.png,https://www.nintendo.com/en-gb/Games/Wii/Disney-Universe-280946.html,,,,Disney Universe,EU
719,Chef Life: A Restaurant Simulator,1496,厨师生活 餐厅模拟,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_ChefLifeARestaurantSimulator_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Chef-Life-A-Restaurant-Simulator-2327197.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Chef Life: A Restaurant Simulator,EU
720,Airport Hero Centrair,1496,我是空中交通管制官,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/I-am-an-Air-Traffic-Controller-AIRPORT-HERO-Centrair-EX-3182199.html,,,"english, japanese",I am an Air Traffic Controller AIRPORT HERO Centrair EX,EU
721,Hakuoki Shinkai: Reimeiroku,2574,薄樱鬼 真改 黎明录,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_3ds_6/PS_3DS_HakuokiMemoriesOfTheShinsengumi_image500w.png,https://www.nintendo.com/en-gb/Games/Nintendo-3DS-games/Hakuoki-Memories-of-the-Shinsengumi-821552.html,,,english,Hakuoki: Memories of the Shinsengumi,EU
722,SD GUNDAM G GENERATION GENESIS,1711.6,SD高达G世代 创世,Nintendo Switch,9000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_SdGundamBattleAlliance_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/SD-Gundam-Battle-Alliance-2171240.html,,,"english, french, german, italian, japanese, portuguese, spanish",SD Gundam Battle Alliance,EU
723,SpongeBob SquarePants: Battle for Bikini Bottom – Rehydrated,1496,海绵宝宝 比奇堡之战,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_SpongebobSquarepantsBattleForBikiniBottomRehydrated_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/SpongeBob-SquarePants-Battle-for-Bikini-Bottom-Rehydrated-1767319.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,EU
724,Ember Knights,1496,余烬骑士,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_3ds_download_software_8/SQ_3DSDS_MachineKnight_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-3DS-download-software/Machine-Knight-1336749.html,,,english,Machine Knight,EU
725,The Good Days,1496,美好往昔,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/The-Good-Old-Days-2923682.html,,,"chinese, english, japanese, korean",The Good Old Days,EU
726,Everybody's Golf: World Tour,1496,全民高尔夫 环球之旅,Nintendo Switch 2,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_3ds_6/PS_3DS_MarioGolfWorldTour_enGB_image500w.png,https://www.nintendo.com/en-gb/Games/Nintendo-3DS-games/Mario-Golf-World-Tour-862629.html,,,"dutch, english, french, german, italian, portuguese, russian, spanish",Mario Golf: World Tour,EU
727,Wand of Fortune R,2574,幸运之杖R [3:35],Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_WandWars_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Wand-Wars-1632410.html,,,english,Wand Wars,EU
728,Arisen Force,1496,崛起力量,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Arisen-Force-Life-Devotee-2849959.html,,,"chinese, english, japanese, korean",Arisen Force: Life Devotee,EU
729,Crypt of the NecroDancer,1496,节奏地牢,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_CryptOfTheNecroDancerNintendoSwitchEdition_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Crypt-of-the-NecroDancer-Nintendo-Switch-Edition-1337079.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Crypt of the NecroDancer: Nintendo Switch Edition,EU
730,TMNT Arcade: Wrath of the Mutants,1496,忍者神龟街机 变种狂怒,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Teenage-Mutant-Ninja-Turtles-Arcade-Wrath-of-the-Mutants-2547596.html,,,"dutch, english, french, german, italian, spanish",Teenage Mutant Ninja Turtles Arcade: Wrath of the Mutants,EU
731,Machinarium,1496,机械迷城,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_Machinarium_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Machinarium-1464925.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Machinarium,EU
732,Deer & Boy,1927.2,男孩与鹿,Nintendo Switch 2,7000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Deer-Boy-3123162.html,,,"chinese, english, french, german, italian, japanese, korean, polish, portuguese, russian, spanish",Deer & Boy,EU
733,Uma Musume: Pretty Derby,1496,赛马娘,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Umamusume-Pretty-Derby-Party-Dash-2623282.html,,,"chinese, english, french, german, italian, japanese, korean, spanish",Umamusume: Pretty Derby – Party Dash,EU
734,Pokémon Mystery Dungeon: Rescue Team DX,2142.8,宝可梦不可思议的迷宫 救助队DX,Nintendo Switch 2,11000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_PokemonMysteryDungeonDX_enGB_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Pokemon-Mystery-Dungeon-Rescue-Team-DX-1695693.html,,,"english, french, german, italian, japanese, spanish",Pokémon Mystery Dungeon: Rescue Team DX,EU
735,Secret Neighbor,1496,秘密邻居,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_SecretNeighbor_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Secret-Neighbor-2029140.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Secret Neighbor,EU
